sr_no;id_number; reference_number; sender_name; sender_address_line1;sender_address_line2;sender_address_line3; sender_contact; recipient_name; recipient_address_line1;recipient_address_line2;recipient_address_line3; recipient_contact;estimated_days; from_branch_id; to_branch_id; price;date_and_time;delivery_status;transporter;
50140;2001320; Nathan Pall; H.No. 47; Varkey Marg; Aizawl 978565; +91 7688604724; Ganga Saran; 77/59; Sawhney; Bhind-035850; +91 9360554316;1;71;75;4957; 2022-06-03 20:58:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50141;2001321; Jyoti Thaker; 24/77; Chana Road; Chennai-991323; +91 9103436135; Gaurangi Sarin;4; Rattan Zila; Muzaffarpur-005636; +91 8224324918;2;75;138;2289; 2022-06-02 19:57:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50142;2001322; Ekaja Shenoy; 15/19; Kade Chowk; Surendranagar Dudhrej 415773; +91 6254558530; Karan Shenoy;89; Garg Chowk; Pimpri-Chinchwad-069593; +91 7992735154;2;140;87;5361; 2022-06-02 18:43:06;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50143;2001323; Xalak Panchal; H.No. 350; Mohan Nagar; Baranagar-047441; +91 8835542167; Ucchal Gaba; 22/549; Chana Road; Jaunpur-917714; +91 8527803033;1;2;8;6337; 2022-06-02 08:10:56;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50144;2001324; Advika Bhargava; 65/10; Thaman Marg; Indore 914820; +91 7278273675; Eta Dugar; 64/963; Zachariah Road; Raurkela Industrial Township 118473; +91 6070047037;2;49;63;3485; 2022-06-02 05:51:34;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50145;2001325; Vedant Gera;27; Murty Ganj; Surat-116083; +91 6431189404; Praneel Wali; 03/85; Chad Chowk; Medininagar 706449; +91 7147127662;2;91;58;4640; 2022-06-02 01:38:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50146;2001326; Arya Borde;14; Dey Zila; Allahabad 839656; +91 6582179423; Aadi Kumer; H.No. 50; Gera Nagar; Gopalpur-129563; +91 6046580513;1;38;55;5570; 2022-06-01 20:38:00;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50147;2001327; Bakhshi Koshy; 34/644; Dhawan Street; Uluberia-645769; +91 7612701648; Triya Sule;34; Ramachandran Ganj; Miryalaguda-406075; +91 9622169035;1;27;2;4899; 2022-06-01 02:31:57;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50148;2001328; Balendra DÃ¯Â¿Â½Alia; H.No. 640; Swamy Nagar; Hospet 827231; +91 6472856708; Tanveer Kumer;528; Lanka Nagar; Mathura 827250; +91 7350048305;2;14;143;4570; 2022-05-31 18:43:30;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50149;2001329; Brijesh Hayer; H.No. 89; Dass Zila; Haldia 112805; +91 7210089800; Nitesh Peri; H.No. 841; Swaminathan Chowk; Anantapuram-089803; +91 8672907830;1;137;99;2362; 2022-05-31 15:40:58;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50150;2001330; Watika Mitter;705; Bal Ganj; Ahmednagar-712823; +91 6285887218; Nakul Singh; H.No. 105; Hari Marg; Shimla-807523; +91 9337499393;1;13;150;64549; 2022-05-31 09:19:00;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50151;2001331; Onveer Mand;29; Nori Road; Siwan-518720; +91 9167533459; Chatresh Dutta; 11/10; Kale Road; Mangalore 367182; +91 6933166247;1;108;25;3626; 2022-05-30 17:45:58;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50152;2001332; Forum Sangha; 62/73; Dhaliwal Marg; Tadipatri 805680; +91 9330333068; Rushil Varma;549; Iyengar Circle; Varanasi 476021; +91 9000451636;2;48;132;2894; 2022-05-29 00:01:24;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50153;2001333; Karan Deshpande;4; Varma Ganj; Hazaribagh 695921; +91 6596260153; Chakrika Hayre;36; Baria Circle; Siwan 405391; +91 7576036508;1;137;44;2183; 2022-05-28 16:18:55;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50154;2001334; Vritti Dhingra; H.No. 032; Bhatia Chowk; Thane-372351; +91 8055934957; Gaurav Handa; H.No. 332; Savant Path; Vasai-Virar-236725; +91 9894468773;2;15;9;4628; 2022-05-28 11:27:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50155;2001335; Jack Kothari;8; Palla Ganj; Davanagere-813393; +91 7564845144; Chanchal Rajan;552; Zachariah; South Dumdum-327080; +91 7486248226;2;66;15;5306; 2022-05-28 11:20:30;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50156;2001336; Yatin Sethi; H.No. 21; Agrawal; Rourkela-403551; +91 8376907540; Tejas Mody; 18/050; Chandra Chowk; Rohtak-770149; +91 9096977601;1;3;28;6789; 2022-05-28 11:10:00;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50157;2001337; Kala Varughese; 29/353; Hayer Circle; Ghaziabad-849970; +91 7486110874; Madhav Dora;51; Madan Chowk; Bhatpara-509588; +91 6538355155;2;49;88;777; 2022-05-27 21:59:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50158;2001338; Leena Savant;63; Pillay Street; Sikar-469056; +91 8979154396; Jonathan Chad; H.No. 892; Ramakrishnan Marg; Bhatpara 362469; +91 6483959834;2;26;125;1478; 2022-05-27 18:01:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50159;2001339; Radha Balan; 51/862; Sidhu; Saharsa 148824; +91 9872681612; Caleb Mishra; H.No. 060; Edwin Ganj; Pali-093630; +91 9108534270;2;28;122;1631; 2022-05-27 16:48:19;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50160;2001340; Balvan Pau;90; Chokshi Ganj; Erode-795927; +91 8071997479; Jason Nadig; H.No. 60; Nair; Satara-631610; +91 6045631275;1;128;62;2162; 2022-05-27 06:55:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50161;2001341; Adya Seshadri;671; Apte Chowk; Shivpuri-650402; +91 7463830007; Jacob Deshpande; 17/85; Balay Chowk; Yamunanagar-820340; +91 6728076150;2;102;37;849; 2022-05-27 05:49:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50162;2001342; Varenya Bahl; H.No. 835; Rao Road; Dindigul-766987; +91 9356062561; Yashodhara Gulati;84; Sundaram Ganj; Katni 470861; +91 8734571955;2;5;95;2822; 2022-05-26 15:20:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50163;2001343; Charles Gopal; H.No. 15; Varty Ganj; Panihati 810305; +91 7477965331; Jacob Samra; 91/684; Gour Road; Bhimavaram-370538; +91 9688350439;1;70;145;3465; 2022-05-25 19:25:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50164;2001344; Balendra Barad; H.No. 82; Menon Path; Tezpur-385652; +91 9082301382; Pahal Kurian;71; Wason Chowk; Ratlam-770972; +91 8663489372;2;94;3;519; 2022-05-25 14:01:45;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50165;2001345; Abhiram Lanka; H.No. 71; Mann Marg; Rourkela 325601; +91 6764856337; Nikita Ranganathan;27; Mannan Street; Sambhal-142469; +91 8840612127;1;48;112;3507; 2022-05-25 10:38:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50166;2001346; Zayyan Chandran; 09/97; Kala; Salem 705064; +91 6936634479; Vasatika Krishnan; H.No. 020; Prabhakar Marg; Moradabad-998386; +91 6085568336;1;63;142;6687; 2022-05-24 08:13:41;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50167;2001347; Azaan Goda; H.No. 477; Mane Marg; Bidar 550324; +91 7303497273; Ekaraj Sood; 44/556; Gola; Nagaon 866592; +91 6921221332;1;52;30;1816; 2022-05-24 07:40:43;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50168;2001348; Advika Bassi; 37/76; Doshi Circle; Jaunpur-622974; +91 7990615432; Devika Apte;348; Chowdhury; Udaipur-684518; +91 6243386240;1;78;98;3199; 2022-05-24 06:16:10;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50169;2001349; Urvi Misra; H.No. 92; Verma Path; Ambattur 844904; +91 7940922495; Wahab Anand; 39/19; Wali Road; Mira-Bhayandar-735946; +91 9688668450;1;20;33;3595; 2022-05-24 05:35:41;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50170;2001350; Pranav Bhardwaj; H.No. 409; Raghavan; Madurai-358367; +91 8665850100; Charvi Kumer; H.No. 44; Sridhar Path; Mirzapur-224187; +91 8916843057;2;78;67;5913; 2022-05-23 21:02:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50171;2001351; Naveen Sachdev; H.No. 078; Keer Path; Eluru 423880; +91 7922876006; Azad Khatri;19; Banik Nagar; Visakhapatnam-260557; +91 7286597144;2;114;138;3197; 2022-05-23 19:05:07;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50172;2001352; Shaurya Bal; 06/385; Tara; Thoothukudi-847420; +91 7755160993; Nathan Ramanathan;49; Parmer Chowk; Rewa-812536; +91 8703966685;1;76;39;6569; 2022-05-23 16:59:42;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50173;2001353; Nandini Kumer;498; Badal Path; Bangalore 603871; +91 8069219127; Gaurangi Dubey; 33/35; Dhar Circle; Aligarh 939849; +91 6716416649;1;77;133;822; 2022-05-23 07:11:42;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50174;2001354; Ganga Sangha; 68/02; Bedi Nagar; Bidhannagar-469435; +91 7697684081; Meera Kala; 73/037; Bahl; Bellary 763266; +91 6764377062;2;115;4;1972; 2022-05-22 08:30:50;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50175;2001355; Aarini Mandal; H.No. 887; Deep Path; Karnal 446713; +91 9448171229; Sanaya Karan;819; Sarraf Street; Farrukhabad-438242; +91 6477972377;1;149;115;4684; 2022-05-21 21:09:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50176;2001356; Tanveer Dhawan; 44/99; Subramanian Nagar; Madanapalle 299043; +91 6771343922; Manan Upadhyay; 09/40; Narayanan Zila; Salem 863943; +91 9556968777;1;107;101;3199; 2022-05-21 13:24:10;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50177;2001357; Laksh Gill; H.No. 331; Hayre Path; Gaya-053566; +91 8042529535; William Pandey; 91/69; Kannan Ganj; Moradabad 259162; +91 8908565256;1;70;53;6564; 2022-05-21 01:40:55;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50178;2001358; Viraj Hayre;226; Chahal; Hyderabad 630547; +91 6230005573; Samesh Varghese; H.No. 36; Kapadia Road; HubliÃ¯Â¿Â½Dharwad 605580; +91 6784571497;2;38;120;4274; 2022-05-20 03:55:34;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50179;2001359; Qabil Chana; 82/94; Prabhu Zila; Rourkela-344535; +91 9796546598; Samar Som; 83/674; Prashad Ganj; Eluru 487547; +91 6988849936;1;67;83;2718; 2022-05-20 03:09:37;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50180;2001360; Anay Sawhney; 65/85; Loke Circle; Sri Ganganagar-462347; +91 9939888814; Indrajit Bhatnagar; 75/95; Sarin; Rourkela 734865; +91 6865557542;2;73;98;3985; 2022-05-19 19:32:02;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50181;2001361; Amrita Savant; 73/299; Kuruvilla Circle; Gwalior 564077; +91 7708102869; Warhi Loyal; H.No. 73; Ghosh Marg; Kozhikode-502476; +91 7070448262;1;40;122;4540; 2022-05-19 19:09:18;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50182;2001362; Turvi Dar; H.No. 23; Datta Ganj; Jaunpur 520492; +91 9682680889; Siddharth Rai; 68/73; Jayaraman Ganj; Bikaner 069604; +91 9247147273;2;66;72;21899; 2022-05-19 16:31:46;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50183;2001363; Viraj Peri;9; Karan Road; Panihati 060082; +91 9592410219; Ira Dhaliwal;41; Shan Zila; Davanagere-198378; +91 7160172166;2;46;44;1136; 2022-05-19 12:02:07;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50184;2001364; Ijaya Gopal;64; Muni Ganj; Ichalkaranji-985745; +91 8142782850; Ayaan Walla; H.No. 86; Kala Road; Lucknow-102985; +91 9160403986;2;82;13;6474; 2022-05-19 06:08:19;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50185;2001365; Oliver Mukherjee; 65/172; Lala Chowk; Meerut-169856; +91 9120519310; Anjali Majumdar;51; Jayaraman Road; Jalgaon 392543; +91 7725572136;1;7;61;796; 2022-05-19 05:58:35;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50186;2001366; Maanas Dave; 11/132; Parmar Path; Imphal-480344; +91 8766183269; Agastya Bose; H.No. 69; Brar Chowk; Shahjahanpur-953545; +91 8228333506;1;56;102;6024; 2022-05-19 02:38:11;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50187;2001367; Ekbal Nagar;62; Ratta Circle; Guntur-397418; +91 9081083504; Wyatt Mahal;379; Anand Road; Ghaziabad-505410; +91 7804899333;2;58;103;1209; 2022-05-19 00:00:31;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50188;2001368; Dominic Tak;14; Bandi Nagar; Kalyan-Dombivli-176041; +91 7652827238; Hardik Seth; 26/44; Kibe Circle; Tadipatri-031340; +91 8881019262;1;90;84;3311; 2022-05-18 21:50:43;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50189;2001369; Gautami Naidu; H.No. 67; Bose Road; Dehradun 209243; +91 6161817408; Chaitanya Atwal;39; Chand; Darbhanga-018748; +91 8925991429;2;102;42;5415; 2022-05-18 08:03:26;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50190;2001370; Aarush Wali;3; Choudhry; Jamshedpur-183173; +91 8417043781; Kritika Sankaran; 48/865; DÃ¯Â¿Â½Alia Street; Kalyan-Dombivli 863930; +91 7674687489;1;28;38;5959; 2022-05-18 02:00:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50191;2001371; Anjali Char; 83/03; Nadkarni; Shimoga-757391; +91 7178920554; Chandran Cheema; H.No. 191; Baria Zila; Purnia-672015; +91 7925303701;1;32;64;4838; 2022-05-17 16:20:32;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50192;2001372; Siya Ramanathan; 77/237; Bains Road; Maheshtala-058144; +91 8918865801; Qarin Subramaniam; H.No. 741; Kibe Circle; Chandigarh-321528; +91 9231369825;2;63;48;6590; 2022-05-17 11:42:21;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50193;2001373; Samar Purohit;96; Srinivas Chowk; Bhilwara 569831; +91 8968981952; Zehaan More; H.No. 89; Sibal Road; Ujjain 695815; +91 6641179493;2;98;135;2270; 2022-05-17 09:56:10;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50194;2001374; Ojasvi Borah;178; Kanda Street; Durgapur 620148; +91 8589494886; Jagvi Barad; 86/474; Ganesan Zila; Anantapuram-521631; +91 8910937257;1;71;137;3047; 2022-05-17 07:05:23;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50195;2001375; Zarna Rana; 78/318; Grover Road; Satara 743069; +91 6787726811; Kala Rai;16; Subramanian Nagar; Nashik-282847; +91 9460132371;1;40;110;3199; 2022-05-17 06:41:54;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50196;2001376; Veda Suresh; H.No. 13; Joshi Street; Anand-515579; +91 8215325385; Jacob Krishnan; 56/278; Samra Ganj; Anantapuram 251171; +91 9867651737;2;132;70;3951; 2022-05-17 06:12:22;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50197;2001377; Onkar Bath; 32/74; Agrawal; Gaya 625512; +91 6518584529; Garima Bedi;92; Kaur Ganj; Solapur-906240; +91 6134189179;2;93;105;6125; 2022-05-17 01:21:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50198;2001378; Hamsini Mital;441; Ratta Chowk; Bellary-614816; +91 6390496092; Yashoda Kala; H.No. 17; Salvi Path; Patna 282575; +91 7055790069;2;4;89;6801; 2022-05-16 17:49:47;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50199;2001379; Veda Sachdev;806; Chander Chowk; Indore 543360; +91 9631032362; Pushti Rajagopal; 90/05; Bhatia; Mumbai 049302; +91 6709651630;2;79;53;2407; 2022-05-16 12:48:13;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50200;2001380; Brinda Solanki; 13/56; Walla Path; Tumkur-808811; +91 8752484281; Ishani Lata; 65/14; Chad Street; Secunderabad-172850; +91 9121610676;2;150;69;1168; 2022-05-16 09:23:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50201;2001381; Lavanya Mani; 09/59; Baral Path; Bhilai-044587; +91 8403929348; Anmol Pillay; 11/12; Sarraf Path; Gandhidham-222501; +91 6655828680;1;20;95;6161; 2022-05-15 22:32:29;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50202;2001382; Chasmum Chahal;111; Zacharia Chowk; Tadipatri 346265; +91 8947639591; Harsh Yogi; 28/221; Seshadri Nagar; Morena 147422; +91 8323052397;1;131;91;1881; 2022-05-15 00:12:59;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50203;2001383; Manthan Char; H.No. 704; Kannan Circle; Guntakal 915376; +91 7333158579; Ansh Apte; H.No. 43; Sami Nagar; Darbhanga-068720; +91 7381087231;1;4;38;4754; 2022-05-14 21:03:55;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50204;2001384; Tristan Sani; 90/80; Singh Chowk; Indore-804457; +91 9718899565; Priya Manne;13; Divan Circle; Mangalore 938544; +91 7975666511;2;149;2;1342; 2022-05-14 14:04:28;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50205;2001385; Hema Date;66; Boase Circle; Kulti-284500; +91 6928377426; Ekaraj Yohannan;122; Arya Road; Bhopal-461118; +91 6129621925;2;5;35;5717; 2022-05-14 09:40:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50206;2001386; Manthan Savant;51; Maharaj Street; Gwalior 341777; +91 8378125709; Chaman Chowdhury; 24/451; Soman Ganj; New Delhi 168083; +91 6680569947;2;60;142;4560; 2022-05-14 09:04:29;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50207;2001387; Diya Edwin;343; Kibe Chowk; Korba-027788; +91 9754395906; Yashoda Chahal; H.No. 481; Bumb Path; Kalyan-Dombivli-776931; +91 7017291569;1;10;123;3695; 2022-05-13 08:16:57;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50208;2001388; Mitali Rattan; H.No. 38; Patla Chowk; Jalna-633481; +91 9223820008; Sanya Bail; H.No. 833; Butala Ganj; Thane 435549; +91 7014201617;2;35;69;6986; 2022-05-13 02:14:36;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50209;2001389; Finn Talwar; 40/391; Bedi Zila; Bhilwara-440295; +91 8522575690; Edhitha Andra; 45/03; Verma; Tumkur 250829; +91 6757230307;2;94;77;3065; 2022-05-12 06:31:20;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50210;2001390; Reyansh Agate; H.No. 431; Sekhon; Bangalore 698508; +91 7324711593; Faraj Prashad;20; Dass Circle; Delhi 990190; +91 6765898605;2;86;22;770; 2022-05-11 19:41:26;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50211;2001391; Nihal Dhingra;860; Sarkar Circle; Bettiah-454645; +91 7573622071; Arjun Salvi; H.No. 500; Wali Path; Hyderabad-526757; +91 9455601975;1;22;72;1810; 2022-05-11 16:58:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50212;2001392; Nathaniel Vala;145; Ganesh Path; Bidar 540075; +91 7414370189; Mitesh Kala;88; Jani; Shimla-044984; +91 7627637728;1;110;67;285; 2022-05-11 13:30:55;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50213;2001393; Jeet Shukla; 66/071; Dewan Circle; Avadi-224850; +91 8777780429; Jeet Mital; H.No. 54; Sundaram Chowk; Guntakal 038955; +91 9660380847;2;100;140;890; 2022-05-11 11:06:27;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50214;2001394; Naksh Pingle;46; Khosla Path; Tinsukia 378155; +91 9183320077; Qadim Radhakrishnan;96; Lanka Circle; Tiruppur-762594; +91 7817502446;2;127;74;4650; 2022-05-11 05:08:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50215;2001395; Pranit Wason;48; Taneja Circle; Bangalore 469050; +91 9673929632; Kai Datta;823; Pau Zila; Mangalore-331093; +91 9540103002;2;78;38;6383; 2022-05-10 21:18:09;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50216;2001396; Ishwar Mann; 86/36; Mittal Marg; Khora -556534; +91 8289086092; Zashil Anne;73; Agate Marg; Nagaon 268296; +91 7311561853;1;145;89;21899; 2022-05-10 21:00:18;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50217;2001397; Netra Nadig; H.No. 43; Chauhan; Medininagar 548914; +91 7127925702; Urvi Taneja; 20/27; Sampath Circle; Chandrapur-194033; +91 6112555805;2;131;149;3026; 2022-05-10 15:47:09;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50218;2001398; Max Srivastava; H.No. 92; Kala Zila; Hapur-232695; +91 7650438273; Reva Bhardwaj; 12/07; Golla Zila; Shimla-908658; +91 9323952895;2;119;137;1396; 2022-05-10 14:04:28;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50219;2001399; Krish Sibal; 91/80; Divan Nagar; Ongole 620839; +91 6314883040; Vihaan Rastogi; 73/533; Behl Marg; Shivpuri-487854; +91 9530985883;1;133;26;6755; 2022-05-10 03:35:05;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50220;2001400; Udyati Ravel; 36/88; Prakash; Bally-060462; +91 6996974569; Rachita Choudhary;29; Gaba Street; South Dumdum-248995; +91 9283953991;2;19;60;3865; 2022-05-10 03:30:41;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50221;2001401; Abha Kumar;60; Bandi Path; Bidar 611534; +91 8497703648; Hemang Thakur;207; Mammen Road; Machilipatnam-768729; +91 9488725724;1;67;27;1255; 2022-05-10 02:21:15;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50222;2001402; Rachana Dara;109; Prashad Nagar; Anand-044293; +91 7413803741; Xavier Grover;40; Warrior Marg; Ulhasnagar 307956; +91 8407586150;2;2;67;4157; 2022-05-09 15:17:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50223;2001403; Janani Shanker; H.No. 989; Parekh Marg; Dibrugarh-604676; +91 7030121858; Oeshi Balasubramanian; 62/67; Kari Street; Warangal 411182; +91 9300995086;1;102;101;3481; 2022-05-09 10:58:14;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50224;2001404; Meghana Basak; 92/019; Dugar; Haridwar-183671; +91 7335189924; Keya Sane; H.No. 120; Chana Path; Hindupur-360969; +91 7399667415;1;105;12;6331; 2022-05-09 09:16:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
50225;2001405; Xavier Varughese; H.No. 639; Handa Circle; Jamshedpur-253011; +91 6315145550; Siddharth Tandon; 62/599; Sem Nagar; Madanapalle-533783; +91 6849974581;1;119;109;6964; 2022-05-09 08:44:32;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;;
